"participant","start","end","age","sex","ethnicity","country","par_bilingual","par_disorder","par_vision","par_lang_1","par_fluency_1","variability","similarity","match_list","order","speaker"
"62cca376ba1d7ea6a18d1d6c",2023-09-08 19:58:13,2023-09-08 20:32:59,"36","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",3,"order3",4
"63bc9e8cd8106f8d94c636d4",2023-09-08 20:02:47,2023-09-08 20:45:52,"27","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order3",4
"5f5ab115b8e6411bcb5dadf1",2023-09-08 19:55:49,2023-09-08 21:18:42,"24","Male","Black","United States of America","No","No","Yes","English",5,"invariant","control",3,"order3",4
"5e5080883771350caf2d9fda",2023-09-08 20:05:20,2023-09-08 21:26:15,"28","Male","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order3",4
"6316212c1109a3b1bac89fe6",2023-09-08 21:07:33,2023-09-08 21:43:00,"29","Female","Black","United States of America","No","No","Yes","English",5,"variant","control",3,"order3",4
"614bbefcf812159d1f0bc2e3",2023-09-09 02:56:13,2023-09-09 03:27:29,"20","Female","White","United States of America","No","No","Yes","English",5,"variant","control",3,"order3",4
"645a6d7feec0c7415d240d95",2023-09-09 15:31:18,2023-09-09 16:30:04,"18","Female","Black","United States of America","No","No","Yes","English",5,"variant","control",3,"order3",4
"631659ad8e5354f16aef7249",2023-07-20 02:35:21,2023-07-20 03:06:02,"35","Male","Mixed","United States of America","No","No","Yes","English",5,"variant","similar",2,"order4",5
"615dd1eb2702a672f7db49f1",2023-07-20 03:37:54,2023-07-20 04:11:11,"37","Female","White","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"5c59e6519dd64d00018adaa8",2023-07-20 04:42:24,2023-07-20 05:20:09,"24","Male","Other","United States of America","No","No","Yes","English",5,"invariant","similar",1,"order4",5
"5ebb4e079797f9127c0f03ab",2023-07-20 04:56:57,2023-07-20 05:26:34,"36","Female","Mixed","United States of America","No","No","Yes","English",5,"invariant","dissimilar",2,"order4",5
"610ec31b33de16c5167f3062",2023-07-20 04:59:44,2023-07-20 05:26:37,"23","Female","White","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"5a1efc2b517dfb00013dd370",2023-07-20 04:58:48,2023-07-20 05:31:22,"34","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",2,"order4",5
"5b4d41e13d01bd0001ec46c2",2023-07-20 05:03:09,2023-07-20 05:36:52,"35","Male","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",2,"order4",5
"5d74001d391b6600175f433b",2023-07-20 05:03:16,2023-07-20 05:30:59,"34","Female","White","United States of America","No","No","Yes","English",5,"variant","similar",2,"order4",5
"60d13d406f3b34d6791c8831",2023-07-20 05:10:06,2023-07-20 06:03:41,"26","Male","White","United States of America","No","No","Yes","English",5,"variant","control",1,"order4",5
"5acc2d21436f550001003111",2023-07-20 04:24:06,2023-07-20 05:05:46,"32","Male","Black","United States of America","No","No","Yes","English",5,"invariant","dissimilar",1,"order4",5
"649d257f5e8bfe6ee264e160",2023-07-20 03:40:29,2023-07-20 04:24:37,"32","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",1,"order4",5
"630adf01fe54101d5214a17f",2023-07-20 04:15:33,2023-07-20 05:38:27,"31","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",1,"order4",5
"60e8a63f733f423be3da1846",2023-07-20 03:23:19,2023-07-20 04:00:13,"33","Female","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",1,"order4",5
"64013d507ab5a4cdc0c1a29a",2023-07-20 04:21:01,2023-07-20 04:57:09,"39","Male","Other","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"6000cefee380e61fa9bc5ae4",2023-07-20 04:34:27,2023-07-20 05:14:37,"30","Male","White","United States of America","No","No","Yes","English",5,"invariant","similar",2,"order4",5
"5b9c2c816f92f30001ecce7a",2023-07-20 04:34:50,2023-07-20 05:26:53,"29","Female","Black","United States of America","No","No","Yes","English",5,"invariant","similar",2,"order4",5
"5d979a7705d4d60017b154c6",2023-07-20 04:38:01,2023-07-20 05:05:56,"32","Male","Asian","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"6165d57d7256ba57447e76b5",2023-07-20 04:38:01,2023-07-20 05:26:39,"37","Female","Black","United States of America","No","No","Yes","English",5,"variant","similar",2,"order4",5
"63ced5ba289fa7af427c3740",2023-07-20 03:59:26,2023-07-20 04:32:53,"24","Prefer not to say","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",2,"order4",5
"5d5f0b2e0e71190019c643f7",2023-07-20 05:02:48,2023-07-20 05:33:07,"25","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",1,"order4",5
"62bd2a704c56e669cce7ce56",2023-07-20 05:05:59,2023-07-20 05:34:26,"33","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",1,"order4",5
"62a2adb16716c2e0c8d3c07a",2023-07-20 04:58:43,2023-07-20 05:41:37,"25","Female","Mixed","United States of America","No","No","Yes","English",5,"variant","dissimilar",2,"order4",5
"5fd18d125e1f92195b1717bc",2023-07-20 05:11:12,2023-07-20 05:46:56,"26","Male","Black","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"5e4e844553bc702cdf68404d",2023-07-20 05:49:20,2023-07-20 06:32:17,"24","Female","Black","United States of America","No","No","Yes","English",5,"variant","control",1,"order4",5
"5f5aa60bef062519ff711fe6",2023-07-20 05:58:36,2023-07-20 07:19:02,"20","Male","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",1,"order4",5
"58cdee8b8460040001e1edb4",2023-07-20 15:15:33,2023-07-20 16:34:35,"38","Male","Mixed","United States of America","No","No","Yes","English",5,"invariant","similar",1,"order4",5
"5f47fbe03c255115b01b09cf",2023-07-20 05:05:00,2023-07-20 05:33:31,"22","Male","White","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"63d6f2705562fd353b7948dc",2023-07-20 05:05:06,2023-07-20 05:42:39,"30","Male","Black","United States of America","No","No","Yes","English",5,"invariant","dissimilar",2,"order4",5
"5a04869ff2e3460001edad2e",2023-07-20 04:00:06,2023-07-20 04:40:01,"32","Male","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",2,"order4",5
"5f6e36c7f042f033d0f97bc1",2023-07-20 04:48:21,2023-07-20 05:42:49,"32","Male","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",2,"order4",5
"5fcc103fb2ab80a01f32f7ae",2023-07-20 04:33:08,2023-07-20 05:05:19,"27","Female","Black","United States of America","No","No","Yes","English",5,"variant","similar",2,"order4",5
"60fcfc727484888d11fac02a",2023-07-20 04:33:27,2023-07-20 05:06:00,"38","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",1,"order4",5
"5b6515e83662a8000158b2aa",2023-07-20 04:39:05,2023-07-20 05:14:10,"39","Male","White","United States of America","No","No","Yes","English",5,"variant","control",2,"order4",5
"5826340fc8fa310001000e20",2023-09-09 20:36:50,2023-09-09 21:12:06,"25","Male","Asian","United States of America","No","No","Yes","English",5,"invariant","control",3,"order4",5
"615a084387075364a7462335",2023-09-09 20:31:37,2023-09-09 21:08:31,"27","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order4",5
"6108b47894667158bad7b56e",2023-09-09 20:41:30,2023-09-09 21:13:13,"22","Male","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",3,"order4",5
"5d8d12f6d88e3a00142c9751",2023-09-09 20:32:39,2023-09-09 21:03:42,"38","Male","White","United States of America","No","No","Yes","English",5,"variant","control",3,"order4",5
"5c19d6768e10de0001ff255f",2023-09-09 20:03:35,2023-09-09 20:30:56,"35","Female","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",3,"order4",5
"5f5e32a0d6a12c6857b8e127",2023-09-09 22:26:34,2023-09-09 22:59:14,"27","Male","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",3,"order4",5
"58757c2758ca4c00018ce73f",2023-09-09 20:39:20,2023-09-09 21:11:43,"40","Male","White","United States of America","No","No","Yes","English",5,"variant","control",3,"order4",5
"62fbdda6e4b5a034b71296f8",2023-09-09 20:46:11,2023-09-09 21:15:24,"30","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",3,"order4",5
"5c67a79a2f6d5e000174ced0",2023-09-09 20:41:33,2023-09-09 21:30:55,"34","Male","Mixed","United States of America","No","No","Yes","English",5,"variant","similar",3,"order4",5
"585aefed73f2620001c21d75",2023-09-09 20:07:29,2023-09-09 20:39:44,"27","Male","White","United States of America","No","No","Yes","English",5,"variant","control",3,"order4",5
"5ef246c6d2b9060809858e7e",2023-09-09 20:35:19,2023-09-09 21:07:31,"28","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order4",5
"5b53e95f4bbe600001465c18",2023-09-09 20:42:15,2023-09-09 21:11:21,"39","Female","White","United States of America","No","No","Yes","English",5,"variant","dissimilar",3,"order4",5
"60c948db3f288a3058c67f98",2023-09-09 20:43:15,2023-09-09 21:13:31,"24","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",3,"order4",5
"62e750fa810b090c094dc2f0",2023-09-09 20:32:09,2023-09-09 21:32:47,"27","Male","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order4",5
"5fc6df58f380620a09116434",2023-09-09 20:46:04,2023-09-09 21:18:06,"23","Female","White","United States of America","No","No","Yes","English",5,"invariant","similar",3,"order4",5
"6154c1748e0de2c3afdab62c",2023-09-09 20:48:54,2023-09-09 21:20:10,"35","Male","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",3,"order4",5
"5d612ae16512d700159face7",2023-09-09 22:15:23,2023-09-09 23:05:07,"39","Female","White","United States of America","No","No","Yes","English",5,"invariant","dissimilar",3,"order4",5
"62a8f6b1a7a7e5eb492c0231",2023-09-10 02:59:13,2023-09-10 03:26:05,"32","Male","White","United States of America","No","No","Yes","English",5,"variant","similar",3,"order4",5
"628804d2d0584458ddaafc0c",2023-07-26 16:06:05,2023-07-26 16:43:49,"35","Male","Black","United States of America","No","No","Yes","English",5,"invariant","control",2,"order1",6
"5e1d70edd727e90dea42d137",2023-07-26 16:30:05,2023-07-26 17:05:55,"22","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order1",6
"5f39eb3c94f71318adf97910",2023-07-26 16:39:19,2023-07-26 17:11:51,"34","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order1",6
"5ef98087540ce971a8fb4280",2023-07-26 16:41:12,2023-07-26 17:22:39,"33","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order1",6
"607134f478e13587bd89e13a",2023-07-26 15:47:38,2023-07-26 16:37:08,"29","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order1",6
"61267e282a445af9eb95beae",2023-07-26 16:05:20,2023-07-26 16:37:24,"36","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order1",6
"63ea54cae81a2baf10a14930",2023-07-26 16:34:07,2023-07-26 17:06:03,"28","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order1",6
"5e7fefe06c12706d47e35211",2023-07-26 16:36:40,2023-07-26 17:09:44,"23","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order1",6
"59f77d39b47dfc0001b660ea",2023-07-26 16:41:43,2023-07-26 17:20:37,"33","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order1",6
"60d2a92c1f66a1f2416f1d33",2023-07-26 20:32:00,2023-07-26 21:06:32,"23","Female","Black","United States of America","No","No","Yes","English",5,"invariant","control",2,"order4",5
"63616ac9601c2ac49b1cc4af",2023-07-26 17:54:12,2023-07-26 18:36:13,"32","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"610878f08e2b6c83ea3905da",2023-07-26 20:18:47,2023-07-26 20:52:59,"31","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"6278700097208c3f1b717481",2023-07-26 22:19:00,2023-07-26 22:51:56,"32","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order3",4
"5c82c9a4d8302a00010639b8",2023-07-26 20:35:11,2023-07-26 21:19:01,"33","Male","Mixed","United States of America","No","No","Yes","English",5,"invariant","control",2,"order4",5
"60e678d3668a47695ccfe841",2023-07-26 20:42:47,2023-07-26 21:12:56,"22","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"5f20c7843957f61f62c58bb6",2023-07-26 20:41:01,2023-07-26 21:22:09,"28","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"5dddd95d238a91d4fa1a8cf6",2023-07-26 20:43:39,2023-07-26 21:15:52,"32","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"62fd19522ad91588ac9881e7",2023-07-26 20:01:21,2023-07-26 20:31:13,"23","Female","Black","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"6401fab47eb81e7326152d8e",2023-07-26 20:15:58,2023-07-26 20:53:36,"24","Male","Asian","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"6111234ac8cfa49e38acbfb4",2023-07-26 20:27:03,2023-07-26 21:00:57,"24","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"610247cdbc9b348fd6601cb3",2023-07-26 20:35:59,2023-07-26 21:08:51,"24","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order4",5
"60bfe979f044ae9801bac501",2023-07-26 20:31:38,2023-07-26 21:18:11,"27","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"5ecfe4891d96f707354f918b",2023-07-26 20:46:12,2023-07-26 21:23:01,"26","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order4",5
"58ae37d8e6afe00001d36ac9",2023-07-26 20:48:35,2023-07-26 21:22:36,"34","Male","Mixed","United States of America","No","No","Yes","English",5,"invariant","control",2,"order4",5
"6135752aa4ee5158b0708670",2023-07-26 20:38:46,2023-07-26 21:43:46,"32","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order4",5
"611e0d3c67d86e1ff9f58428",2023-07-26 22:58:56,2023-07-26 23:32:15,"24","Male","Mixed","United States of America","No","No","Yes","English",5,"invariant","control",2,"order3",4
"64148386b15c3ddfef1fcd69",2023-07-26 23:04:33,2023-07-26 23:42:21,"38","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order3",4
"6127c369bdff7dc17f0724a2",2023-07-26 23:00:19,2023-07-27 00:06:36,"27","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order3",4
"5cf4bf2e7e2e1400177f2cc8",2023-07-26 23:00:51,2023-07-26 23:30:45,"36","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order3",4
"5f038dc85819b15b08840dfd",2023-07-26 23:07:40,2023-07-26 23:53:38,"26","Male","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order3",4
"5cf961c4e5e7c70015fa7a10",2023-07-27 00:57:55,2023-07-27 01:31:23,"24","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",1,"order2",3
"640b129fbdcd3bb1c4f1f7fe",2023-07-27 01:18:35,2023-07-27 02:09:52,"31","Male","Black","United States of America","No","No","Yes","English",5,"invariant","control",2,"order2",3
"61004696895aeda4629ecd6e",2023-07-27 00:47:04,2023-07-27 01:16:39,"28","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order2",3
"5f50b1bbe29c992335098fb1",2023-07-27 00:45:53,2023-07-27 01:39:45,"32","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order2",3
"615327ab3d238b032366a545",2023-07-27 01:04:46,2023-07-27 02:04:46,"32","Female","White","United States of America","No","No","Yes","English",5,"invariant","control",2,"order2",3
